baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
138.897373308257,-0.613579773338064,0.393541072866903,-1.5591251222349,0.118966768692547,0.49393480867764
0,NA,NA,NA,NA,NA
9.51560172363767,0.053346121491024,0.930254311447717,0.0573457395838388,0.954269785357251,0.98654286807702
4.45067233208189,-1.82529245036206,1.55365286548257,-1.17483930349854,0.240059012481797,NA
3.8009098143165,-0.495246067778327,1.41660816325023,-0.349599896870597,0.726638988340187,NA
15.5940781649589,0.379503020088317,0.725996202538107,0.522734166875201,0.601159258166221,0.865463846273694
12.2378608787116,-1.17184722474936,0.916360400413169,-1.27880605078635,0.200965362636343,0.596489372588894
80.4621928852711,0.107143205343655,0.382840886662403,0.279863538813022,0.779582201628173,0.937667285962358
0,NA,NA,NA,NA,NA
127.097405741155,-0.0841201236134003,0.341223936771396,-0.246524685253124,0.805276097902013,0.945540726971442
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
1.22906233363456,-3.12085072783533,2.65503849493627,-1.17544462492256,0.23981687905334,NA
0.285072889847592,3.01555407691382,4.4381135187798,0.67946754046591,0.496841667758458,NA
226.433041602332,-0.188100494540603,0.373872674419843,-0.503113780199337,0.61488427876576,0.872238194835332
0,NA,NA,NA,NA,NA
0.240502942071749,2.79262195118049,4.45624412891506,0.626676158305627,0.530871535176433,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
2.26746164809266,1.13142834764997,2.00432543868936,0.564493333173389,0.57241843605658,NA
7.76699368116036,-0.868866846686658,0.977535640746743,-0.888833931438988,0.37409233705708,NA
0,NA,NA,NA,NA,NA
127.40930134465,0.561292242908847,0.406801027092529,1.37977095810326,0.167657177190883,0.565364029077925
0.978672054855387,-0.323870279822148,2.71797796322563,-0.119158537782178,0.905149754601963,NA
26.5685355670545,-0.135292124926756,0.645471752324137,-0.209601929812749,0.833978373327739,0.957627694164794
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
4.26531376085164,-1.60289750096355,1.38662112069704,-1.15597366651806,0.247691928414548,NA
2.08591367514711,-0.424951830257538,1.77290794622003,-0.239691988049107,0.810569046526189,NA
4.53556174475361,-0.29548038861967,1.34134347492926,-0.220286894551936,0.825647726123933,NA
0,NA,NA,NA,NA,NA
1.96370801194389,-0.615057348117748,2.16420257815303,-0.284195830060718,0.776260310908691,NA
24.1095110391822,0.710883323757524,0.686438767594416,1.03561068709562,0.300383804130901,0.684032959871516
0,NA,NA,NA,NA,NA
59.0944884221806,0.126045783997664,0.439383644039723,0.286869540337893,0.774212213966062,0.935238909120367
1.99540132223718,-0.820634131590414,2.14417781561099,-0.382726714928058,0.701922404266301,NA
0,NA,NA,NA,NA,NA
23.7600995750516,0.814342700385288,0.600284805533741,1.35659389156322,0.174910283742,0.572438933451597
75.0767128006247,0.550545637067176,0.407286739786814,1.35173965485679,0.176458614642711,0.574858820786767
0.912046747828582,-2.12223724270398,3.14530385924754,-0.674732025163282,0.499846033964348,NA
1.23524302929422,-1.34836439700183,2.69276917645855,-0.500735231519235,0.616557473593974,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
3.6838986460332,-0.18018830831712,1.73569859780007,-0.103813132386868,0.917317644645022,NA
44.9334615512836,0.0752531957451237,0.482257976207702,0.156043444500155,0.875998776873488,0.968377588806332
25.9786281997946,-0.613793508654202,0.584709166178679,-1.04974155384907,0.293836953183366,0.678969068360253
0,NA,NA,NA,NA,NA
25.5894321522223,0.401462096676326,0.603439777779432,0.66528941488353,0.505865399567028,0.811643593537054
0,NA,NA,NA,NA,NA
35.5071324947204,-0.658552371304054,0.525927698754567,-1.25217282311533,0.210506896566848,0.606567171450576
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0.309441741757238,0,4.56206176915124,0,1,NA
0,NA,NA,NA,NA,NA
0.556526492323075,2.79572056419753,3.97916106083239,0.702590450966239,0.482311015112101,NA
3.92559694860566,-2.45463502690197,1.55046625202963,-1.58315927463029,0.11338516619409,NA
9.71019090811135,-0.514864722643812,0.889265280211067,-0.578977650540466,0.562604253587616,0.847888114544705
0,NA,NA,NA,NA,NA
4.52315526341738,-0.050160348620061,1.23754513669581,-0.040532136673404,0.967668886724577,NA
0,NA,NA,NA,NA,NA
0.639134293075572,-1.40339244412695,3.86000969509919,-0.363572258875088,0.716177445281886,NA
2.7361205607415,-1.02996959206606,1.52942156138363,-0.673437342634472,0.500669098260129,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0.309441741757238,0,4.56206176915124,0,1,NA
60.3984001537648,0.422299475627926,0.451922650079701,0.934450786110076,0.350071410931354,0.7187954206644
0,NA,NA,NA,NA,NA
87.7106798613107,-0.870412135592869,0.406915810176602,-2.13904722752136,0.0324318436939603,0.281711372343491
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
6.44389089930813,0.0492614454870187,1.04278016678221,0.0472404894686753,0.96232155759873,NA
0.221733005748015,-1.59060435031407,4.51152690705758,-0.352564527061962,0.724414935207923,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0.139127391202409,0,4.56206176917517,0,1,NA
0,NA,NA,NA,NA,NA
0.0714493722864209,-0.501054551246317,4.56206176917606,-0.10983072492173,0.912543623477971,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
